inside tagger function

getting E values...
underneath|ADP=4.55504775208e-05
reported|VERB=0.00046788316289
wore|VERB=0.000512443464118
ache|NOUN=1.65604040739e-05
weirs|NOUN=8.28020203693e-06
Holland|NOUN=3.31208081477e-05
rings|VERB=1.11400753069e-05
prosecution|NOUN=3.31208081477e-05
Customer|NOUN=8.28020203693e-06
stowed|VERB=1.11400753069e-05
lays|VERB=2.22801506138e-05
setting|VERB=0.000178241204911
Westwood|NOUN=8.28020203693e-06
hesitating|VERB=1.11400753069e-05
Thrush|NOUN=8.28020203693e-06
completing|VERB=4.45603012276e-05
looking|ADJ=2.74228048045e-05
fuchsia|NOUN=8.28020203693e-06
foil|VERB=1.11400753069e-05
marketing|VERB=2.22801506138e-05
Corcoran|NOUN=8.28020203693e-06
effloresce|VERB=1.11400753069e-05
Ballets|NOUN=8.28020203693e-06
acknowledge|VERB=5.57003765345e-05
Chancellor|NOUN=8.28020203693e-06
clinches|NOUN=8.28020203693e-06
strangeness|NOUN=8.28020203693e-06
Francie's|NOUN=8.28020203693e-06
nondescriptly|ADV=3.61232525377e-05
fountain-falls|NOUN=8.28020203693e-06
comment|VERB=2.22801506138e-05
planetoids|NOUN=8.28020203693e-06
jaws|NOUN=4.14010101846e-05
Prosopopoeia|NOUN=8.28020203693e-06
response|NOUN=0.000339488283514
denouement|NOUN=8.28020203693e-06
vogue|NOUN=1.65604040739e-05
Sort|VERB=2.22801506138e-05
squaw|NOUN=8.28020203693e-06
Northland|NOUN=8.28020203693e-06
skepticism|NOUN=2.48406061108e-05
punch|VERB=1.11400753069e-05
modesty|NOUN=2.48406061108e-05
manor|NOUN=8.28020203693e-06
Israelites|NOUN=8.28020203693e-06
D.C.|NOUN=4.96812122216e-05
bloated|VERB=2.22801506138e-05
better|ADJ=0.00252289804201
keyhole|NOUN=8.28020203693e-06
Insomnia|NOUN=8.28020203693e-06
stare|NOUN=3.31208081477e-05
banisters|NOUN=1.65604040739e-05
aerial|ADJ=5.4845609609e-05
careerism|NOUN=8.28020203693e-06
Hamrick's|NOUN=1.65604040739e-05
respondents|NOUN=6.62416162954e-05
algebra|NOUN=1.65604040739e-05
loves|NOUN=8.28020203693e-06
verification|NOUN=8.28020203693e-06
dreadful|ADJ=0.000109691219218
wind|NOUN=0.000248406061108
less-than-carload|ADJ=2.74228048045e-05
moderate|ADJ=0.000274228048045
assigning|VERB=4.45603012276e-05
Mahzeer's|NOUN=2.48406061108e-05
invites|VERB=1.11400753069e-05
Karipo|NOUN=3.31208081477e-05
heart|NOUN=0.000596174546659
bulged|VERB=3.34202259207e-05
Format|NOUN=3.31208081477e-05
degeneration|NOUN=8.28020203693e-06
Urielites|NOUN=8.28020203693e-06
flat|ADJ=0.000685570120112
prudent|ADJ=2.74228048045e-05
tackle|VERB=1.11400753069e-05
Kodaks|NOUN=8.28020203693e-06
pipe|NOUN=0.000140763434628
venom|NOUN=8.28020203693e-06
shorten|VERB=3.34202259207e-05
unreasoning|ADJ=2.74228048045e-05
Dept.|NOUN=8.28020203693e-06
Myra|NOUN=0.000223565454997
V|NOUN=0.000223565454997
riot|NOUN=3.31208081477e-05
Hettie|NOUN=4.14010101846e-05
abdomen|NOUN=2.48406061108e-05
mother's|NOUN=9.93624244432e-05
chlorine|NOUN=0.000256686263145
insurmountable|ADJ=5.4845609609e-05
goddam|ADJ=0.000109691219218
far-famed|ADJ=2.74228048045e-05
15-|NUM=0.00015006002401
armor|NOUN=2.48406061108e-05
showed|VERB=0.00104716707885
Reuveni|NOUN=4.14010101846e-05
abstract|VERB=3.34202259207e-05
triamcinolone|NOUN=2.48406061108e-05
smack|VERB=3.34202259207e-05
Marshall's|NOUN=8.28020203693e-06
jammed|VERB=4.45603012276e-05
1913|NUM=0.000750300120048
27%|NOUN=8.28020203693e-06
shipmate|NOUN=1.65604040739e-05
arranges|VERB=1.11400753069e-05
iliac|ADJ=2.74228048045e-05
communities|NOUN=0.000157323838702
Gregg|NOUN=8.28020203693e-06
potboiler|NOUN=8.28020203693e-06
cynical|ADJ=2.74228048045e-05
swooped|VERB=4.45603012276e-05
act|NOUN=0.000231845657034
bawhs|NOUN=8.28020203693e-06
Taking|VERB=4.45603012276e-05
emotionally|ADV=0.000288986020301
bounded|VERB=7.79805271484e-05
positivists|NOUN=2.48406061108e-05
non-violence|NOUN=8.28020203693e-06
plenty|ADV=0.000252862767764
Solid|ADJ=0.000109691219218
singing|NOUN=1.65604040739e-05
construction|NOUN=0.000364328889625
Grazie|NOUN=3.31208081477e-05
Hunter|NOUN=2.48406061108e-05
Saloon|NOUN=8.28020203693e-06
strode|VERB=0.000100260677762
acres|NOUN=0.000240125859071
dispense|VERB=2.22801506138e-05
Mae's|NOUN=8.28020203693e-06
watershed|NOUN=1.65604040739e-05
Appian|NOUN=8.28020203693e-06
Occidental|ADJ=2.74228048045e-05
delegate|NOUN=8.28020203693e-06
reproduces|VERB=1.11400753069e-05
prospect|NOUN=8.28020203693e-05
Worship|NOUN=1.65604040739e-05
$538|NOUN=1.65604040739e-05
R's|NOUN=1.65604040739e-05
chic|ADJ=5.4845609609e-05
osteoporosis|NOUN=8.28020203693e-06
3,500|NUM=0.000450180072029
Greeks|NOUN=8.28020203693e-06
Mouvement|X=0.00169491525424
Hawkins'|NOUN=8.28020203693e-06
outface|VERB=2.22801506138e-05
Georgian|ADJ=2.74228048045e-05
drained|VERB=6.68404518415e-05
Chinese|NOUN=8.28020203693e-06
syrup|NOUN=8.28020203693e-06
dogmas|NOUN=1.65604040739e-05
Allotments|NOUN=1.65604040739e-05
Foster's|NOUN=8.28020203693e-06
alien|ADJ=0.00024680524324
visual|ADJ=0.000740415729721
insanity|NOUN=8.28020203693e-06
kick|NOUN=4.96812122216e-05
small|NOUN=8.28020203693e-06
displays|NOUN=8.28020203693e-06
ballplayer|NOUN=1.65604040739e-05
Syllabicity|NOUN=8.28020203693e-06
beggars|NOUN=8.28020203693e-06
misguided|VERB=1.11400753069e-05
sheriff|NOUN=9.10822224062e-05
Community|NOUN=2.48406061108e-05
understandably|ADV=3.61232525377e-05
Base|NOUN=4.96812122216e-05
peculiarities|NOUN=1.65604040739e-05
dandelion|NOUN=8.28020203693e-06
ground-swell|NOUN=8.28020203693e-06
Pigeon|NOUN=8.28020203693e-06
movie|NOUN=8.28020203693e-05
wave-particle|NOUN=8.28020203693e-06
states|VERB=5.57003765345e-05
preoccupied|VERB=1.11400753069e-05
knuckled|VERB=1.11400753069e-05
Arm|VERB=1.11400753069e-05
Determine|VERB=0.000155961054297
intensifiers|NOUN=4.96812122216e-05
prize|NOUN=2.48406061108e-05
averages|NOUN=4.14010101846e-05
alkali|NOUN=3.31208081477e-05
collapsed|VERB=0.000111400753069
downstream|ADV=3.61232525377e-05
Witter|NOUN=8.28020203693e-06
Audits|NOUN=8.28020203693e-06
confer|VERB=2.22801506138e-05
matter|NOUN=0.000968783638321
Oxygen|NOUN=8.28020203693e-06
globe|NOUN=2.48406061108e-05
Twentieth|ADJ=2.74228048045e-05
sixty-day|ADJ=2.74228048045e-05
Grubb|NOUN=2.48406061108e-05
female|NOUN=0.000165604040739
welded|VERB=1.11400753069e-05
disappear|VERB=5.57003765345e-05
paternally|ADV=3.61232525377e-05
nationally|ADV=7.22465050753e-05
Nadine|NOUN=0.000140763434628
Ahmiri|NOUN=8.28020203693e-06
Contraction|NOUN=8.28020203693e-06
external|ADJ=0.000383919267263
salubrious|ADJ=2.74228048045e-05
Fredrico|NOUN=8.28020203693e-06
convinced|VERB=0.000178241204911
thermocouple|NOUN=2.48406061108e-05
Grandma's|NOUN=2.48406061108e-05
I-E|NOUN=1.65604040739e-05
beadsman|NOUN=8.28020203693e-06
redder|ADJ=8.22684144134e-05
SS|NOUN=8.28020203693e-06
quarter|NOUN=0.000132483232591
Five|NUM=0.00270108043217
Tunnard|NOUN=8.28020203693e-06
low-duty|NOUN=8.28020203693e-06
appear|VERB=0.000735244970256
baffling|ADJ=5.4845609609e-05
$581|NOUN=8.28020203693e-06
Greenland|NOUN=8.28020203693e-06
Tillotson|NOUN=1.65604040739e-05
divorced|VERB=4.45603012276e-05
inexplicable|ADJ=5.4845609609e-05
envenomed|VERB=1.11400753069e-05
shiny|ADJ=2.74228048045e-05
revert|VERB=1.11400753069e-05
Flannagans|NOUN=2.48406061108e-05
as|ADP=0.0380346487299
x-ray|NOUN=4.14010101846e-05
necessitated|VERB=7.79805271484e-05
itches|VERB=1.11400753069e-05
Southwest|ADJ=5.4845609609e-05
alabaster|NOUN=1.65604040739e-05
intermolecular|ADJ=2.74228048045e-05
fake|ADJ=2.74228048045e-05
reaffirms|VERB=1.11400753069e-05
Cheerful|ADJ=2.74228048045e-05
redistributed|VERB=2.22801506138e-05
tyranny|NOUN=1.65604040739e-05
Facilitatory|ADJ=2.74228048045e-05
ah|VERB=1.11400753069e-05
plates|NOUN=0.000115922828517
clustered|VERB=1.11400753069e-05
journey's|NOUN=1.65604040739e-05
unsatisfactory|ADJ=0.000109691219218
woulda|VERB=1.11400753069e-05
even|VERB=0.000256221732059
stolidly|ADV=7.22465050753e-05
youngster|NOUN=1.65604040739e-05
cane's|PRT=6.40122903597e-05
item|NOUN=0.000380889293699
power|NOUN=0.000811459799619
glitter|NOUN=1.65604040739e-05
intent|ADJ=5.4845609609e-05
Ormoc|NOUN=1.65604040739e-05
Drug|NOUN=8.28020203693e-06
advances|VERB=1.11400753069e-05
faded|VERB=0.000122540828376
stands|NOUN=4.96812122216e-05
cab's|NOUN=1.65604040739e-05
solemnly|ADV=0.000108369757613
boarding|VERB=2.22801506138e-05
thrower|NOUN=8.28020203693e-06
quick|NOUN=8.28020203693e-06
subsist|VERB=1.11400753069e-05
Alex's|NOUN=8.28020203693e-05
s'posin'|ADP=1.51834925069e-05
despues|X=0.00169491525424
annoyed|VERB=6.68404518415e-05
insertions|NOUN=8.28020203693e-06
Kauffeld|NOUN=8.28020203693e-06
gesticulating|VERB=1.11400753069e-05
resisting|VERB=1.11400753069e-05
isolated|VERB=0.000267361807366
endogamous|ADJ=2.74228048045e-05
expansionist|NOUN=8.28020203693e-06
kitten|NOUN=2.48406061108e-05
grindstone|NOUN=8.28020203693e-06
Orso|X=0.00169491525424
labile|ADJ=2.74228048045e-05
Roles|NOUN=8.28020203693e-06
$5,000,000|NOUN=1.65604040739e-05
methodology|NOUN=8.28020203693e-06
solid-fueled|ADJ=2.74228048045e-05
sassing|NOUN=8.28020203693e-06
boomerangs|VERB=1.11400753069e-05
thrombi|NOUN=8.28020203693e-06
Baltic|ADJ=2.74228048045e-05
grows|VERB=5.57003765345e-05
nod|VERB=4.45603012276e-05
quivering|VERB=6.68404518415e-05
breathless|ADJ=8.22684144134e-05
angrily|ADV=0.000180616262688
B-58|NOUN=8.28020203693e-06
Harbors|NOUN=8.28020203693e-06
waiter|NOUN=2.48406061108e-05
Beginning|VERB=2.22801506138e-05
janitor|NOUN=2.48406061108e-05
symptoms|NOUN=6.62416162954e-05
styryl-lithium|NOUN=8.28020203693e-06
tricked|VERB=1.11400753069e-05
hearing|NOUN=0.000248406061108
tax-paying|ADJ=2.74228048045e-05
5.3|NUM=0.00015006002401
Someone'll|PRT=6.40122903597e-05
tribunals|NOUN=1.65604040739e-05
cleaning|NOUN=8.28020203693e-05
baffled|VERB=2.22801506138e-05
Civil|ADJ=0.000274228048045
salutary|ADJ=5.4845609609e-05
percentages|NOUN=3.31208081477e-05
Cattle|NOUN=8.28020203693e-06
U.s.|NOUN=8.28020203693e-06
world|NOUN=0.00154839778091
hoping|VERB=0.000233941581445
chlorine-carbon|NOUN=8.28020203693e-06
spouting|VERB=1.11400753069e-05
HBO|NOUN=8.28020203693e-06
Act|NOUN=0.00072865777925
400|NUM=0.000300120048019
slob|NOUN=2.48406061108e-05
boots|NOUN=0.000115922828517
showy|ADJ=2.74228048045e-05
detachment|NOUN=8.28020203693e-06
composer|NOUN=9.10822224062e-05
regenerates|VERB=1.11400753069e-05
worldly|ADJ=8.22684144134e-05
hostile|ADJ=8.22684144134e-05
God|PRT=0.000128024580719
Lastly|ADV=3.61232525377e-05
Place|X=0.00677966101695
Lord|NOUN=0.000389169495736
Breed's|NOUN=8.28020203693e-06
spreading|VERB=0.000100260677762
sidelong|ADJ=2.74228048045e-05
semantic|ADJ=0.000191959633631
circle|NOUN=0.000248406061108
Sacramento|NOUN=8.28020203693e-06
stashed|VERB=1.11400753069e-05
second-order|NOUN=8.28020203693e-06
Wheaton|NOUN=1.65604040739e-05
blazer|NOUN=8.28020203693e-06
assumptions|NOUN=0.000115922828517
prettiest|ADJ=5.4845609609e-05
reverse|VERB=2.22801506138e-05
Injury|NOUN=8.28020203693e-06
bang|NOUN=1.65604040739e-05
peels|VERB=1.11400753069e-05
consequences|NOUN=8.28020203693e-05
Uhhu|PRT=0.000192036871079
case|NOUN=0.00142419475035
Mor-ee-air-teeeee|NOUN=8.28020203693e-06
mopped|VERB=4.45603012276e-05
stems|NOUN=0.000140763434628
beebread|NOUN=5.79614142585e-05
Gagarin|NOUN=1.65604040739e-05
tumble|VERB=1.11400753069e-05
prearranged|VERB=1.11400753069e-05
blunt|VERB=2.22801506138e-05
sympathetic|ADJ=0.000521033291285
hangouts|NOUN=8.28020203693e-06
published|VERB=0.000501303388811
millionaire|NOUN=8.28020203693e-06
complied|VERB=3.34202259207e-05
stroke|NOUN=4.14010101846e-05
conceits|NOUN=8.28020203693e-06
babel|NOUN=8.28020203693e-06
gabardine|NOUN=8.28020203693e-06
109-degrees-F|NOUN=2.48406061108e-05
gravy|NOUN=1.65604040739e-05
shingles|NOUN=8.28020203693e-06
endeavoring|VERB=2.22801506138e-05
22|NUM=0.00255102040816
artificial|ADJ=0.000164536828827
fostered|VERB=3.34202259207e-05
creatures|NOUN=7.45218183324e-05
Rating|VERB=1.11400753069e-05
Chieti|NOUN=8.28020203693e-06
legation|NOUN=8.28020203693e-06
honeybees|NOUN=3.31208081477e-05
scowling|VERB=1.11400753069e-05
Vincent|NOUN=1.65604040739e-05
study|NOUN=0.000919102426099
booming|VERB=1.11400753069e-05
polarity|NOUN=8.28020203693e-06
reportedly|ADV=7.22465050753e-05
Words|NOUN=2.48406061108e-05
4-1|NUM=0.00015006002401
individual's|NOUN=1.65604040739e-05
bleedings|NOUN=8.28020203693e-06
drives|VERB=1.11400753069e-05
consult|VERB=5.57003765345e-05
African|ADJ=0.000301650852849
bristled|VERB=2.22801506138e-05
Saxton's|NOUN=8.28020203693e-06
Tristan|NOUN=8.28020203693e-06
regards|NOUN=8.28020203693e-06
pupated|VERB=1.11400753069e-05
roughcast|NOUN=2.48406061108e-05
appropriates|VERB=1.11400753069e-05
Nation's|NOUN=3.31208081477e-05
mayor|NOUN=2.48406061108e-05
zodiacal|ADJ=2.74228048045e-05
herbs|NOUN=1.65604040739e-05
apex|NOUN=1.65604040739e-05
coattails|NOUN=8.28020203693e-06
Syndicate|NOUN=8.28020203693e-06
blocking|VERB=2.22801506138e-05
devout|ADJ=2.74228048045e-05
64-page|ADJ=2.74228048045e-05
Trouble|NOUN=2.48406061108e-05
contrite|ADJ=2.74228048045e-05
abstract|ADJ=0.000274228048045
Madding|ADJ=2.74228048045e-05
liberated|VERB=4.45603012276e-05
weaknesses|NOUN=2.48406061108e-05
one-gee|ADJ=5.4845609609e-05
gage|NOUN=1.65604040739e-05
uh-huh|PRT=6.40122903597e-05
Putas|X=0.00169491525424
troupe|NOUN=8.28020203693e-06
struggles|VERB=1.11400753069e-05
Inc.|VERB=5.57003765345e-05
illogical|ADJ=2.74228048045e-05
China|NOUN=9.10822224062e-05
elder|NOUN=8.28020203693e-06
allergic|ADJ=2.74228048045e-05
drinks|VERB=1.11400753069e-05
attending|VERB=4.45603012276e-05
drowning|VERB=2.22801506138e-05
estuaries|NOUN=8.28020203693e-06
marine's|NOUN=3.31208081477e-05
neuter|ADJ=2.74228048045e-05
Drive-in|NOUN=8.28020203693e-06
bales|NOUN=2.48406061108e-05
stepwise|ADV=7.22465050753e-05
Abbey|NOUN=2.48406061108e-05
engages|X=0.00677966101695
Recklessly|ADV=3.61232525377e-05
soldier's|NOUN=8.28020203693e-06
inadequate|ADJ=0.000356496462458
Brenner|NOUN=8.28020203693e-05
goodness|NOUN=7.45218183324e-05
tense|ADJ=8.22684144134e-05
because|ADP=0.00463096521462
slack|ADJ=8.22684144134e-05
Reluctant|ADJ=2.74228048045e-05
zone|NOUN=2.48406061108e-05
dislodge|VERB=1.11400753069e-05
restore|VERB=5.57003765345e-05
highball|NOUN=2.48406061108e-05
staccatos|NOUN=8.28020203693e-06
ICBM|NOUN=8.28020203693e-06
ceremonial|ADJ=2.74228048045e-05
Steinhager|NOUN=2.48406061108e-05
prevailing|VERB=3.34202259207e-05
hurled|VERB=3.34202259207e-05
statistically|ADV=7.22465050753e-05
patched|VERB=4.45603012276e-05
Osram|NOUN=8.28020203693e-06
cream|ADJ=2.74228048045e-05
walk-to|ADJ=2.74228048045e-05
cent|NOUN=0.000347768485551
skeletal|ADJ=0.000109691219218
modestly|ADV=3.61232525377e-05
justified|VERB=8.91206024553e-05
irrigation|NOUN=8.28020203693e-06
draught|NOUN=8.28020203693e-06
Macklin|NOUN=6.62416162954e-05
Basically|ADV=7.22465050753e-05
furious|ADJ=5.4845609609e-05
driftin|VERB=1.11400753069e-05
Because|ADP=0.000288486357632
lucrative|ADJ=2.74228048045e-05
dividends|NOUN=4.96812122216e-05
surpassed|VERB=1.11400753069e-05
merrily|ADV=3.61232525377e-05
NOP|NOUN=8.28020203693e-06
fecund|ADJ=2.74228048045e-05
worksheet|NOUN=8.28020203693e-06
indisposed|VERB=2.22801506138e-05
chaulmoogra|NOUN=8.28020203693e-06
bows|NOUN=1.65604040739e-05
skiff|NOUN=7.45218183324e-05
transparency|NOUN=8.28020203693e-06
Brief|ADJ=2.74228048045e-05
weighted|VERB=2.22801506138e-05
Inspector's|NOUN=8.28020203693e-06
twilight|NOUN=1.65604040739e-05
cowling|NOUN=8.28020203693e-06
savagely|ADV=3.61232525377e-05
mates|NOUN=2.48406061108e-05
gladly|ADV=7.22465050753e-05
gentler|ADJ=5.4845609609e-05
ingredients|NOUN=1.65604040739e-05
effluent|NOUN=0.000149043636665
endearments|NOUN=1.65604040739e-05
Arterial|ADJ=2.74228048045e-05
Pursuing|VERB=1.11400753069e-05
accelerometers|NOUN=6.62416162954e-05
fierce|ADJ=8.22684144134e-05
Congo|NOUN=0.000115922828517
hurry|VERB=0.000133680903683
possessive|ADJ=5.4845609609e-05
Cardiovasculatory|ADJ=2.74228048045e-05
Esperanza|NOUN=8.28020203693e-06
Urethane|NOUN=3.31208081477e-05
floating|VERB=5.57003765345e-05
Piwen|NOUN=8.28020203693e-06
character|NOUN=0.000306367475366
Filling|VERB=1.11400753069e-05
cowpuncher|NOUN=8.28020203693e-06
replication|NOUN=8.28020203693e-06
une|X=0.00169491525424
delighting|VERB=1.11400753069e-05
submarine|ADJ=0.000301650852849
Pyrometer|NOUN=8.28020203693e-06
185th|ADJ=2.74228048045e-05
flaring|VERB=1.11400753069e-05
Share|VERB=1.11400753069e-05
starring|VERB=1.11400753069e-05
Labor|NOUN=5.79614142585e-05
Galaxy|NOUN=8.28020203693e-06
discussions|NOUN=0.000132483232591
Dylan|NOUN=6.62416162954e-05
Married|VERB=2.22801506138e-05
prophets|NOUN=1.65604040739e-05
flush|VERB=1.11400753069e-05
methods|NOUN=0.000645855758881
Cowbird|NOUN=8.28020203693e-06
commences|VERB=1.11400753069e-05
Gaussian|ADJ=5.4845609609e-05
profusely|ADV=7.22465050753e-05
reprimanded|VERB=1.11400753069e-05
Outsville|NOUN=8.28020203693e-06
attribute|NOUN=2.48406061108e-05
Spencer|NOUN=0.000182164444812
Violet|NOUN=4.14010101846e-05
year|NOUN=0.00228533576219
convictions|NOUN=4.14010101846e-05
insuring|VERB=3.34202259207e-05
splinters|NOUN=8.28020203693e-06
cones|NOUN=8.28020203693e-06
light|NOUN=0.00128343131572
Capone|NOUN=8.28020203693e-06
oxidation|NOUN=0.000165604040739
Planes|NOUN=1.65604040739e-05
Christian|NOUN=8.28020203693e-06
realest|ADJ=2.74228048045e-05
intrepid|ADJ=2.74228048045e-05
cruel|ADJ=0.000219382438436
networks|NOUN=2.48406061108e-05
6-1/2|NUM=0.00015006002401
disguise|VERB=1.11400753069e-05
shooters|NOUN=8.28020203693e-06
re-declared|VERB=1.11400753069e-05
diminished|VERB=6.68404518415e-05
antibiotics|NOUN=8.28020203693e-06
relieved|VERB=0.00014482097899
ferocity|NOUN=1.65604040739e-05
Sabras|NOUN=8.28020203693e-06
Conference|NOUN=0.000140763434628
gunfights|NOUN=8.28020203693e-06
faulty|ADJ=0.000109691219218
Counsel|NOUN=1.65604040739e-05
100%|NOUN=3.31208081477e-05
softening|NOUN=8.28020203693e-06
feedback|NOUN=2.48406061108e-05
nuzzled|VERB=1.11400753069e-05
object|NOUN=0.000248406061108
ICA|NOUN=8.28020203693e-06
most|ADJ=0.00342785060056
29.2|NUM=0.00015006002401
I'll|PRT=0.0101779541672
armchair|NOUN=1.65604040739e-05
rads|NOUN=8.28020203693e-06
Kingan|NOUN=8.28020203693e-06
after|PRT=6.40122903597e-05
desiring|VERB=2.22801506138e-05
become|VERB=0.00133680903683
squadroom|NOUN=8.28020203693e-06
Allstates'|NOUN=8.28020203693e-06
level|VERB=2.22801506138e-05
thrumming|VERB=1.11400753069e-05
campaigned|VERB=1.11400753069e-05
Calf|NOUN=2.48406061108e-05
ABO|NOUN=4.14010101846e-05
Bruxelles|NOUN=8.28020203693e-06
tune-belly|NOUN=8.28020203693e-06
Deep|ADJ=2.74228048045e-05
diseases|NOUN=5.79614142585e-05
deprivations|NOUN=8.28020203693e-06
hoop|NOUN=2.48406061108e-05
import|NOUN=3.31208081477e-05
algebraically|ADV=0.000108369757613
Fete|NOUN=1.65604040739e-05
tremendously|ADV=7.22465050753e-05
spiked|VERB=1.11400753069e-05
shuddered|VERB=5.57003765345e-05
fit|NOUN=5.79614142585e-05
class|VERB=1.11400753069e-05
Thynne|NOUN=1.65604040739e-05
full-scale|ADJ=2.74228048045e-05
short-run|NOUN=8.28020203693e-06
claimants|NOUN=2.48406061108e-05
storekeepers|NOUN=8.28020203693e-06
curvature|NOUN=4.14010101846e-05
peasanthood|NOUN=8.28020203693e-06
workable|ADJ=5.4845609609e-05
adjustment|NOUN=0.000157323838702
steoreotyped|VERB=1.11400753069e-05
destroyers|NOUN=8.28020203693e-06
sociology|NOUN=0.000115922828517
enzymes|NOUN=8.28020203693e-05
soiled|VERB=7.79805271484e-05
luck|NOUN=0.000256686263145
assembly|NOUN=6.62416162954e-05
stealth|NOUN=1.65604040739e-05
visit|VERB=0.000200521355524
lot|NOUN=0.000546493334437
specters|NOUN=8.28020203693e-06
Canneries|NOUN=8.28020203693e-06
Looked|VERB=1.11400753069e-05
radio|NOUN=0.00051337252629
specter|NOUN=1.65604040739e-05
well-brushed|ADJ=2.74228048045e-05
kills|VERB=2.22801506138e-05
praised|VERB=1.11400753069e-05
Bennington|NOUN=2.48406061108e-05
county|NOUN=0.00010764262648
exhibition|NOUN=4.96812122216e-05
Good|ADJ=0.000575878900894
Grassy|ADJ=2.74228048045e-05
hum|VERB=1.11400753069e-05
child-face|NOUN=8.28020203693e-06
buried|VERB=4.45603012276e-05
padlocked|VERB=1.11400753069e-05
half-heartedly|ADV=3.61232525377e-05
aghast|ADJ=2.74228048045e-05
Fridays|NOUN=1.65604040739e-05
sisters'|NOUN=1.65604040739e-05
stacks|NOUN=8.28020203693e-06
discounts|NOUN=8.28020203693e-06
underestimate|VERB=1.11400753069e-05
sociable|ADJ=2.74228048045e-05
over-achievers|NOUN=8.28020203693e-06
prefixes|NOUN=8.28020203693e-06
Amos|NOUN=1.65604040739e-05
Clara|NOUN=8.28020203693e-06
Lester|NOUN=5.79614142585e-05
snarling|VERB=3.34202259207e-05
spiraling|VERB=1.11400753069e-05
consonants|NOUN=3.31208081477e-05
Jockey|NOUN=8.28020203693e-06
juvenile|NOUN=2.48406061108e-05
overture|NOUN=8.28020203693e-06
docilely|ADV=3.61232525377e-05
cassocked|ADJ=2.74228048045e-05
acetate|NOUN=3.31208081477e-05
retarded|VERB=1.11400753069e-05
over|ADP=0.00636188336041
tightened|VERB=6.68404518415e-05
wingman|NOUN=8.28020203693e-06
leans|VERB=1.11400753069e-05
dry|VERB=4.45603012276e-05
wears|VERB=1.11400753069e-05
floorboards|NOUN=2.48406061108e-05
serenity|NOUN=1.65604040739e-05
wrapping|VERB=2.22801506138e-05
puzzlement|NOUN=8.28020203693e-06
attic|NOUN=5.79614142585e-05
Middle-South|ADJ=8.22684144134e-05
merry|ADJ=8.22684144134e-05
crisp|NOUN=3.31208081477e-05
drawings|NOUN=4.96812122216e-05
Gran|NOUN=7.45218183324e-05
Sheraton-Biltmore|NOUN=8.28020203693e-06
onrush|NOUN=8.28020203693e-06
headquarters|NOUN=8.28020203693e-05
Dutch|NOUN=1.65604040739e-05
dispassionately|ADV=3.61232525377e-05
sprinkling|NOUN=1.65604040739e-05
Yankee|NOUN=8.28020203693e-06
Hi|PRT=0.000320061451799
envision|VERB=2.22801506138e-05
craved|VERB=2.22801506138e-05
Altogether|ADV=7.22465050753e-05
Each|DET=0.000934076372617
compliment|NOUN=8.28020203693e-06
bird|NOUN=0.00010764262648
anthropology|NOUN=8.28020203693e-06
rider-fashion|ADV=3.61232525377e-05
pursuant|ADP=0.000303669850139
cults|NOUN=2.48406061108e-05
vigorously|ADV=0.000252862767764
pathless|ADJ=2.74228048045e-05
compact|NOUN=8.28020203693e-06
validate|VERB=1.11400753069e-05
Attorney|NOUN=0.000124203030554
noontime|NOUN=8.28020203693e-06
Pettit|NOUN=1.65604040739e-05
Minneapolis|NOUN=8.28020203693e-06
allocations|NOUN=1.65604040739e-05
petits|X=0.00169491525424
Hoe-Down|NOUN=8.28020203693e-06
Angelo|NOUN=4.14010101846e-05
pig|NOUN=5.79614142585e-05
roughly|ADV=0.000288986020301
beyond|ADV=0.000180616262688
Spraying|VERB=1.11400753069e-05
jutting|VERB=2.22801506138e-05
Wingman|NOUN=8.28020203693e-06
Christ|PRT=0.000128024580719
Auditors|NOUN=8.28020203693e-06
paraded|VERB=1.11400753069e-05
adding|VERB=7.79805271484e-05
Right|ADJ=2.74228048045e-05
shapeless|ADJ=8.22684144134e-05
bandit|NOUN=1.65604040739e-05
initials|NOUN=8.28020203693e-06
rooted|VERB=1.11400753069e-05
Beckman|NOUN=8.28020203693e-06
asunder|ADV=3.61232525377e-05
apogee|NOUN=8.28020203693e-06
ban|NOUN=8.28020203693e-06
radiator|NOUN=8.28020203693e-06
endanger|VERB=1.11400753069e-05
Willis|NOUN=0.000132483232591
ellipsis|NOUN=8.28020203693e-06
roll|VERB=8.91206024553e-05
humans|NOUN=4.14010101846e-05
retracted|VERB=2.22801506138e-05
taboo|NOUN=8.28020203693e-06
objection|NOUN=5.79614142585e-05
septum|NOUN=8.28020203693e-06
languages|NOUN=0.00021528525296
monolith|NOUN=8.28020203693e-06
manager|NOUN=0.000372609091662
someday|ADV=0.000180616262688
yields|VERB=2.22801506138e-05
Pamela's|NOUN=8.28020203693e-06
erratic|ADJ=2.74228048045e-05
J|NOUN=4.14010101846e-05
Marvelous|ADJ=2.74228048045e-05
irrigating|VERB=1.11400753069e-05
Perdido|NOUN=2.48406061108e-05
thousand|NUM=0.00810324129652
deliverance|NOUN=8.28020203693e-06
semitrance|NOUN=8.28020203693e-06
Clifford|NOUN=8.28020203693e-06
Partlow|NOUN=7.45218183324e-05
Cromwell|NOUN=0.000115922828517
Yeah|ADV=0.00061409529314
partially|ADV=0.00061409529314
jet-black|NOUN=8.28020203693e-06
